category	mir	disease	pmid	description
target gene	hsa-mir-145	Glioblastoma	26857280	"several miRNAs (miR-133b, miR-30b-3p, miR-145-5p, and miR-146a-5p) targeting EGFR"
target gene	hsa-mir-146a	Glioblastoma	26857280	"several miRNAs (miR-133b, miR-30b-3p, miR-145-5p, and miR-146a-5p) targeting EGFR"
target gene	hsa-mir-193b	Glioblastoma	26857280	"microRNAs (miRNAs) (miR-193b-3p, miR-518b, miR-520f-3p, and miR-506-5p) targeting PDGFRB were downregulated"
target gene	hsa-mir-30b	Glioblastoma	26857280	"miRNAs (miR-133b, miR-30b-3p, miR-145-5p, and miR-146a-5p) targeting EGFR"
target gene	hsa-mir-506	Glioblastoma	26857280	"microRNAs (miRNAs) (miR-193b-3p, miR-518b, miR-520f-3p, and miR-506-5p) targeting PDGFRB were downregulated"
target gene	hsa-mir-518b	Glioblastoma	26857280	"microRNAs (miRNAs) (miR-193b-3p, miR-518b, miR-520f-3p, and miR-506-5p) targeting PDGFRB were downregulated"
target gene	hsa-mir-520f	Glioblastoma	26857280	"microRNAs (miRNAs) (miR-193b-3p, miR-518b, miR-520f-3p, and miR-506-5p) targeting PDGFRB were downregulated"
target gene	hsa-mir-17	Diabetes Mellitus	26858253	"In fact, miR-17 knockdown was able to mimic the IFNÎ³ effects on TXNIP, whereas miR-17 overexpression blunted the cytokine effect."
target gene	hsa-mir-146	"Carcinoma, Renal Cell"	26859141	"We identified novel target genes of dysregulated miRNAs, which are involved in the transition from primary RCC without metastases into tumors generating distant metastasis."
target gene	hsa-mir-208a	Myocardial Infarction	26861724	miR-208a can promote Ang II-induced cardiomyocyte apoptosis via negatively regulating NLK expression
target gene	hsa-mir-92a	"Carcinoma, Rectal"	26865277	Integrated genomic profiling identifies microRNA-92a regulation of IQGAP2 in locally advanced rectal cancer.
target gene	hsa-mir-124	Viral Infectious Disease	26865716	"Our data show that microRNA targeting can be used to further increase the safety of an attenuated mengovirus, providing a basis for its development as an oncolytic platform."
target gene	hsa-mir-125	Viral Infectious Disease	26865716	"Our data show that microRNA targeting can be used to further increase the safety of an attenuated mengovirus, providing a basis for its development as an oncolytic platform."
target gene	hsa-mir-133	Viral Infectious Disease	26865716	"Our data show that microRNA targeting can be used to further increase the safety of an attenuated mengovirus, providing a basis for its development as an oncolytic platform."
target gene	hsa-mir-142	Viral Infectious Disease	26865716	"Our data show that microRNA targeting can be used to further increase the safety of an attenuated mengovirus, providing a basis for its development as an oncolytic platform."
target gene	hsa-mir-208	Viral Infectious Disease	26865716	"Our data show that microRNA targeting can be used to further increase the safety of an attenuated mengovirus, providing a basis for its development as an oncolytic platform."
target gene	hsa-mir-499	Oral Neoplasms	26867589	This study describes the regulation of PDCD4 specifically in tonsil SCC by miR-499 and miR-21 and has documented the loss of PDCD4 in tonsil SCCs.These findings highlight the complex interplay between miRNAs and tumour suppressor gene regulation and suggest that PDCD4 loss may be an important step in tonsillar carcinogenesis.
target gene	hsa-mir-486	Ovarian Neoplasms	26871282	"OLFM4 is downregulated by miR-486-5p, which contributes to ovarian cancer tumorigenesis."
target gene	hsa-mir-23b	Ovarian Neoplasms	26872615	Our findings show that miR-23b may inhibit ovarian cancer tumorigenesis and progression by downregulating CCNG1 and the expression of the relevant genes. MiR-23b is a potentially novel application for regulating ovarian carcinoma progression.
target gene	hsa-mir-130b	Colorectal Carcinoma	26873488	colorectal cancer
target gene	hsa-mir-206	Breast Neoplasms	26879016	significantly negative correlation between miR-206 and Cx43 expression
target gene	hsa-mir-503	Nephrotic Syndrome	26882816	"In this study, we determined that serum miR-503 was significantly decreased in NS children. MiR-503 contributes to the aberrant proliferation of RMCs by targeting cyclin E, which may represent potential diagnostic and prognostic biomarkers for idiopathic pediatric NS."
target gene	hsa-mir-195	"Squamous Cell Carcinoma, Tongue"	26885901	Relationships between microRNA expressions and prognosis in patients with tongue squamous cell carcinoma and the mechanisms microRNA regulating tongue squamous cell carcinoma biological behavior.
target gene	hsa-mir-26a	"Squamous Cell Carcinoma, Tongue"	26885901	Relationships between microRNA expressions and prognosis in patients with tongue squamous cell carcinoma and the mechanisms microRNA regulating tongue squamous cell carcinoma biological behavior.
target gene	hsa-mir-29b	"Squamous Cell Carcinoma, Tongue"	26885901	Relationships between microRNA expressions and prognosis in patients with tongue squamous cell carcinoma and the mechanisms microRNA regulating tongue squamous cell carcinoma biological behavior.
target gene	hsa-mir-34a	"Squamous Cell Carcinoma, Tongue"	26885901	Relationships between microRNA expressions and prognosis in patients with tongue squamous cell carcinoma and the mechanisms microRNA regulating tongue squamous cell carcinoma biological behavior.
target gene	hsa-mir-375	"Squamous Cell Carcinoma, Tongue"	26885901	Relationships between microRNA expressions and prognosis in patients with tongue squamous cell carcinoma and the mechanisms microRNA regulating tongue squamous cell carcinoma biological behavior.
target gene	hsa-mir-199a	Atrial Fibrillation	26888839	"miRNAs regulate the occurrence and development of AF. RFA can change the expression of miRNAs in AF patients, which may be important for reversing the electrical and structural remodeling and maintaining sinus rhythm after RFA.miRNAs, such as miR-30b-5p, miR-377-5p and miR-199a-3p/miR-199b-3p etc., might become the target markers for early diagnosis and intervention of AF in future."
target gene	hsa-mir-199b	Atrial Fibrillation	26888839	"miRNAs regulate the occurrence and development of AF. RFA can change the expression of miRNAs in AF patients, which may be important for reversing the electrical and structural remodeling and maintaining sinus rhythm after RFA.miRNAs, such as miR-30b-5p, miR-377-5p and miR-199a-3p/miR-199b-3p etc., might become the target markers for early diagnosis and intervention of AF in future."
target gene	hsa-mir-30b	Atrial Fibrillation	26888839	"miRNAs regulate the occurrence and development of AF. RFA can change the expression of miRNAs in AF patients, which may be important for reversing the electrical and structural remodeling and maintaining sinus rhythm after RFA.miRNAs, such as miR-30b-5p, miR-377-5p and miR-199a-3p/miR-199b-3p etc., might become the target markers for early diagnosis and intervention of AF in future."
target gene	hsa-mir-377	Atrial Fibrillation	26888839	"miRNAs regulate the occurrence and development of AF. RFA can change the expression of miRNAs in AF patients, which may be important for reversing the electrical and structural remodeling and maintaining sinus rhythm after RFA.miRNAs, such as miR-30b-5p, miR-377-5p and miR-199a-3p/miR-199b-3p etc., might become the target markers for early diagnosis and intervention of AF in future."
target gene	hsa-mir-122	Sepsis	26889043	These findings demonstrate that host cellular RNA and specific miRNAs are released into the circulation during polymicrobial sepsis and may function as extracellular mediators capable of promoting cfB production and AP activation through specific TLR7 and MyD88 signaling.
target gene	hsa-mir-145	Sepsis	26889043	These findings demonstrate that host cellular RNA and specific miRNAs are released into the circulation during polymicrobial sepsis and may function as extracellular mediators capable of promoting cfB production and AP activation through specific TLR7 and MyD88 signaling.
target gene	hsa-mir-146a	Sepsis	26889043	These findings demonstrate that host cellular RNA and specific miRNAs are released into the circulation during polymicrobial sepsis and may function as extracellular mediators capable of promoting cfB production and AP activation through specific TLR7 and MyD88 signaling.
target gene	hsa-mir-210	Sepsis	26889043	These findings demonstrate that host cellular RNA and specific miRNAs are released into the circulation during polymicrobial sepsis and may function as extracellular mediators capable of promoting cfB production and AP activation through specific TLR7 and MyD88 signaling.
target gene	hsa-mir-34a	Sepsis	26889043	These findings demonstrate that host cellular RNA and specific miRNAs are released into the circulation during polymicrobial sepsis and may function as extracellular mediators capable of promoting cfB production and AP activation through specific TLR7 and MyD88 signaling.
target gene	hsa-mir-96	"Carcinoma, Lung, Non-Small-Cell"	26893673	"overexpression of miR-96 in NSCLC cells markedly decreased SAMD9 expression and cisplatin-induced apoptosis, and increased the cisplatin IC50"
target gene	hsa-mir-451a	Breast Neoplasms	26896688	"Over-expression of miR-451a can enhance the sensitivity of breast cancer cells to tamoxifen by regulating 14-3-3¦Æ, estrogen receptor ¦Á, and autophagy."
target gene	hsa-mir-9	Diabetic Cardiomyopathies	26898797	Inhibition of miR-9 upregulates ELAVL1 expression and activates caspase-1.
target gene	hsa-mir-34a	Breast Neoplasms	26902416	LDHA was a direct target of miR-34a
target gene	hsa-mir-27a	Colorectal Carcinoma	26913609	miR-27a modulates a group of proteins involved in MHC class I cell surface exposure
target gene	hsa-mir-193a	Osteosarcoma	26913720	"MiR-193a-3p and miR-193a-5p suppress the metastasis of human osteosarcoma cells by down-regulating Rab27B and SRR, respectively."
target gene	hsa-mir-21	Granular Corneal Dystrophy	26915797	"TGF-¦Â regulates TGFBIp expression in corneal fibroblasts via miR-21, miR-181a,and Smad signaling."
target gene	hsa-mir-30a	Breast Neoplasms	26918943	we linked miR-30a to increased expression of claudins
target gene	hsa-mir-26b	Prostate Neoplasms	26920049	MiR-26b inhibits autophagy by targeting ULK2 in prostate cancer cells.
target gene	hsa-mir-137	Schizophrenia	26925706	MicroRNA-137 (miR-137) is a brain-enriched RNA with a critical role in regulating brain development and in mediating synaptic plasticity.
target gene	hsa-mir-101	Breast Neoplasms	26927545	miR-101 inhibits the proliferation and migration of breast cancer cells via downregulating the expression of DNA methyltransferase 3a.
target gene	hsa-mir-1227	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-1234	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-1915	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-2861	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-30d	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-30e	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-320c	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-371b	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-4270	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-4739	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-4778	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-572	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-6068	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-6126	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-6133	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-638	Diabetic Nephropathy	26930277	"In conclusion, urinary exosomal miRNA content is altered in type II diabetic patients with DN. Deregulated miR-320c, which might have an impact on the TGF-¦Â-signaling pathway via targeting thrombospondin 1 (TSP-1) shows promise as a novel candidate marker for disease progression in type II DN that should be evaluated in future studies."
target gene	hsa-mir-200b	Cervical Neoplasms	26935796	miRâ€?00b was shown to inhibit the function of RhoE and suppress the EMT of cervical cancer
target gene	hsa-mir-16	Atherosclerosis	26936421	miRâ€?6 is a direct negative regulator of PDCD4 in atherosclerosis.
target gene	hsa-mir-19b	Japanese Encephalitis Virus Infection	26937036	MicroRNA-19b-3p Modulates Japanese Encephalitis Virus-Mediated Inflammation via Targeting RNF11.
target gene	hsa-mir-34a	Complex Regional Pain Syndrome	26940669	We show that hsa-miR-34a is a negative regulator of CRHR1; overexpression of hsa-miR-34a in Jurkat cells resulted in reduction of CRH-mediated POMC expression.
target gene	hsa-mir-1271	Pancreatic Neoplasms	26940738	"miR-1271 inhibits migration, invasion and epithelial-mesenchymal transition by targeting ZEB1 and TWIST1 in pancreatic cancer cells."
target gene	hsa-mir-34a	Sickle Cell Anemia	26940952	"miR-34a promoted cell differentiation supported by increased expression of KLF1, glycophorin A, and the erythropoietin receptor."
target gene	hsa-mir-200c	"Carcinoma, Renal Cell, Clear-Cell"	26941587	"miRNA-200c that could regulate COL5A2 and COL5A3, miRNA-15a that could regulate ATP6V0B and miRNA-155 may play key roles in ccRCC progression."
target gene	hsa-mir-126	Leishmaniasis	26941729	Development of Th2 type specific immune response can be suppressed by binding of miR-135 and miR-126 miRNAs over the 3'-UTR region of GATA-3 transcription factor of Th2 specific CD4(+) T helper cells.
target gene	hsa-mir-21	Oral Submucous Fibrosis	26943153	PDGF-BB Enhances the Proliferation of Cells in Human Orbital Fibroblasts by Suppressing PDCD4 Expression Via Up-Regulation of microRNA-21.
target gene	hsa-mir-379	"Carcinoma, Hepatocellular"	26944318	MicroRNA-379-5p inhibits tumor invasion and metastasis by targeting FAK/AKT signaling in hepatocellular carcinoma.
target gene	hsa-mir-133b	Liver Neoplasms	26945106	miR-133b regulation of CTGF is a novel mechanism critical for the proliferation and migration of HCC cells and OC response.
target gene	hsa-mir-33a	Alcoholic Hepatitis	26945479	The relative expression of miR-33a and miR-144 correlated inversely with ABCA1 but not with ABCG1 protein levels.
target gene	hsa-let-7c	"Carcinoma, Lung, Non-Small-Cell"	26945572	"Also, let-7c directly targeted the 3'-untranslated regions of JMJD1A and EZH2."
target gene	hsa-mir-183	"Adenocarcinoma, Lung"	26951513	overexpression of miR-183 in CSLCs decreased PTPN4 protein levels while inhibition of miR-183 increased PTPN4 protein levels.
target gene	hsa-mir-183	Choriocarcinoma	26951513	overexpression of miR-183 in CSLCs decreased PTPN4 protein levels while inhibition of miR-183 increased PTPN4 protein levels.
target gene	hsa-mir-130b	Lung Fibrosis	26953888	miR-130b-3p Modulates Epithelial-Mesenchymal Crosstalk in Lung Fibrosis by Targeting IGF-1.
target gene	hsa-mir-3162	Asthma	26959414	MiR-3162-3p Is a Novel MicroRNA That Exacerbates Asthma by Regulating ¦Â-Catenin.
target gene	hsa-mir-30	Pancreatic Neoplasms	26965588	high expression of the miR-30 family modulated by CD133 promotes migratory and invasive abilities in CD133(+) pancreatic cancer cells.
target gene	hsa-mir-30e	"Carcinoma, Hepatocellular"	26966067	MiR-30e suppresses proliferation of hepatoma cells via targeting prolyl 4-hydroxylase subunit alpha-1 (P4HA1) mRNA.
target gene	hsa-mir-125b	Neoplasms [unspecific]	26966351	miR-125b acts as a tumor suppressor in chondrosarcoma cells by the sensitization to doxorubicin through direct targeting the ErbB2-regulated glucose metabolism.
target gene	hsa-mir-138	"Leukemia, Myeloid, Chronic"	26967056	miR-138 in BCR-ABL tyrosine kinase
target gene	hsa-mir-17	"Leukemia, Myeloid, Chronic"	26967056	"and miR-17, miR-19a, miR-17-92 cluster with MAPK/ERK proteins."
target gene	hsa-mir-181a	"Leukemia, Myeloid, Chronic"	26967056	"miR-155, miR-181a with SOS proteins;"
target gene	hsa-mir-19a	"Leukemia, Myeloid, Chronic"	26967056	"miR-155, miR-19a, with KRAS proteins; miR-19a with RAF1 protein;"
target gene	hsa-mir-21	Endomyocardial Fibrosis	26968995	miR-21 specific degradation of Smad7 may decrease the inhibitory feedback regulation of TGF-Î²1/Smad signaling
target gene	hsa-mir-198	Osteosarcoma	26970302	MicroRNA-198 inhibited tumorous behaviors of human osteosarcoma through directly targeting ROCK1.
target gene	hsa-mir-31	Sepsis	26978146	Down-regulation of MicroRNA-31 in CD4+ T Cells Contributes to Immunosuppression in Human Sepsis by Promoting TH2 Skewing.
target gene	hsa-mir-203	Gastric Neoplasms	26980572	MicroRNA-203 suppresses gastric cancer growth by targeting PIBF1/Akt signaling.
target gene	hsa-mir-26a	"Carcinoma, Renal Cell"	26983694	"two genes promoting metastasis, LOXL2 and PLOD2, were epigenetically regulated by tumor-suppressive microRNAs, miR-26a and miR-26b"
target gene	hsa-mir-124	Alzheimer Disease	26984601	The activation of EPAC-Rap1 pathway was involved in the inhibition of miR-124 in hippocampus under hypoxia or AÎ² insult.
target gene	hsa-mir-122	Liver Neoplasms	26987776	Differential TGF¦Â pathway targeting by miR-122 in humans and mice affects liver cancer metastasis.
target gene	hsa-mir-203	Essential Thrombocythemia	26990535	miR-203 and miR-221 regulate SOCS1 and SOCS3 in essential thrombocythemia.
target gene	hsa-mir-221	Essential Thrombocythemia	26990535	miR-203 and miR-221 regulate SOCS1 and SOCS3 in essential thrombocythemia.
target gene	hsa-let-7a	Hirschsprung Disease	26991540	Our study demonstrates that the miR-24-1*/let-7a*-ARP2/3 complex-RAC isoforms pathway may represent a novel pathogenic mechanism for HSCR.
target gene	hsa-mir-24	Hirschsprung Disease	26991540	Our study demonstrates that the miR-24-1*/let-7a*-ARP2/3 complex-RAC isoforms pathway may represent a novel pathogenic mechanism for HSCR.
target gene	hsa-mir-145	Atherosclerosis	26992033	miR-145 modulates the phenotypic switch of VSMCs from a contractile to a proliferative state via KLF5 and MYOCD in atherosclerosis.
target gene	hsa-mir-409	Osteosarcoma	26992637	MicroRNA-409-3p inhibits osteosarcoma cell migration and invasion by targeting catenin-¦Ä1.
target gene	hsa-mir-16	Breast Neoplasms	26993770	miR-16 sensitizes breast cancer cells to Taxol through the suppression of IKBKB expression
target gene	hsa-mir-200a	Pterygium	26995143	Up-regulated miR-200a levels were positively correlated with and p53 protein expression
target gene	hsa-mir-138	Cerebral Ischemia	26998035	The expression of Lcn-2 was inhibited by miR-138 mimics and enhanced by miR-138 inhibitors
target gene	hsa-mir-27a	"Leukemia, Myeloid, Acute"	27013583	"Overexpression of miR-424&27a, by targeting the 3'UTR of PLAG1, enhanced TRAIL sensitivity in AML cells."
target gene	hsa-mir-26b	Psoriasis	27015452	Psoriasis Skin Inflammation-Induced microRNA-26b Targets NCEH1 in Underlying Subcutaneous Adipose Tissue.
target gene	hsa-mir-138	Osteosarcoma	27019355	MiR-138 Acts as a Tumor Suppressor by Targeting EZH2 and Enhances Cisplatin-Induced Apoptosis in Osteosarcoma Cells.
target gene	hsa-mir-495	Prostate Neoplasms	27031291	MicroRNA-495 Regulates Migration and Invasion in Prostate Cancer Cells Via Targeting Akt and mTOR Signaling.
target gene	hsa-mir-181a	Breast Neoplasms	27033456	"miR-181a, already demonstrated to inhibit ABCG2 translation, was down-regulated by GNT, explaining translational induction."
target gene	hsa-mir-140	"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal"	27033573	miR-140-5p affects the migration and invasion of hypopharyngeal carcinoma cells by downregulating ADAM10 expression.
target gene	hsa-mir-720	"Carcinoma, Breast, Triple Negative"	27039296	miR-720 is a downstream target of an ADAM8-induced ERK signaling cascade that promotes the migratory and invasive phenotype of triple-negative breast cancer cells.
target gene	hsa-mir-130a	Cervical Neoplasms	27040383	miR-130a accelerates cervical cancer cell proliferation by targeting the phosphatase and tensin homolog on chromosome 10 (PTEN)
target gene	hsa-mir-192	Neoplasms [unspecific]	27041221	A miR-192-EGR1-HOXB9 regulatory network controls the angiogenic switch in cancer.
target gene	hsa-mir-143	Atopic Dermatitis	27048505	"The forced expression of microRNA-143 mimic blocked the IL-13-induced downregulation of filaggrin, loricrin, and involucrin in epidermal keratinocytes."
target gene	hsa-mir-491	"Carcinoma, Hepatocellular"	27053618	"miR-491 inhibits the proliferation, invasion and migration of hepatocellular carcinoma cell via down-regulating TPX2 expression."
target gene	hsa-mir-181b	Osteosarcoma	27063156	microRNA-181b promotes migration and invasion of osteosarcoma cells by targeting N-myc downstream regulated gene 2.
target gene	hsa-mir-155	Breast Neoplasms	27065318	miR-155 potently suppresses ErbB2 in breast cancer cells.
target gene	hsa-mir-221	"Carcinoma, Thyroid, Papillary"	27077469	miR-221 exacerbated PTC by downregulating the expression of TIMP3.
target gene	hsa-mir-192	Choriocarcinoma	27079614	microRNA-192 suppresses the expression of FXR and FXR target genes in vitro and in vivo.
target gene	hsa-mir-143	Glioblastoma	27081712	"miRâ€?43 inhibited the proliferation, migration and invasion of the glioblastoma cells."
target gene	hsa-mir-205	Gastric Neoplasms	27082508	"transfection with miRâ€?05, the epithelial marker CDH1 (Eâ€‘cadherin) was upregulated, and the mesenchymal markers CDH2 (Nâ€‘cadherin) and vimentin were suppressed."
target gene	hsa-mir-30c	Malignant Neoplasms [unspecific]	27085140	"miR-30c-1-3p altered basal and induced expression of cytochrome P450 3A4 (CYP3A4), a prototypical target gene of PXR."
target gene	hsa-mir-4701	"Leukemia, Myeloid, Chronic"	27088512	miR-4701-5p directly targeted ST3GAL1 to reduce CML cells resistance to multiple chemotherapeutics in vitro and to convert tumor cells from adriamycin resistant to susceptible in vivo of mice.
target gene	hsa-mir-124	Astrocytoma	27088547	"We showed that the repression of PIM1 in astrocytoma cancer cells by miR-124-3p suppressed proliferation, invasion, and aerobic glycolysis and promoted apoptosis."
target gene	hsa-mir-3188	"Carcinoma, Nasopharyngeal"	27095304	miR-3188 regulates nasopharyngeal carcinoma proliferation and chemosensitivity through a FOXO1-modulated positive feedback loop with mTOR-p-PI3K/AKT-c-JUN.
target gene	hsa-mir-144	Thyroid Neoplasms	27099512	"Transcription factor zinc finger E-box-binding homeobox 1 (ZEB1), as one of the key inducers of epithelial-mesenchymal transition, has been reported to be regulated by microRNA-144 and Bcl-2-associated athanogene 3"
target gene	hsa-mir-206	Breast Neoplasms	27100732	Tbx3 is directly repressed by miR-206
target gene	hsa-mir-181b	Breast Neoplasms	27102539	miR-181b-3p promotes epithelial-mesenchymal transition in breast cancer cells through Snail stabilization by directly targeting YWHAG.
target gene	hsa-mir-155	Gastric Neoplasms	27113301	Target research on tumor biology characteristics of mir-155-5p regulation on gastric cancer cell.
target gene	hsa-mir-200a	Diabetes Mellitus	27121251	"Transfection with an miR-200a inhibitor increased Rheb protein levels and enhanced the feedback action on insulin receptor substrate-dependent insulin signaling, whereas transfection with an miR-200a mimic produced the opposite effects."
target gene	hsa-mir-29b	Thyroid Neoplasms	27125250	Functional assays confirmed PATZ1 as a target of miR-29b
target gene	hsa-mir-126	Diabetes Mellitus	27127202	low miR-126 levels to be associated with markedly increased TF protein and TF-mediated thrombogenicity.
target gene	hsa-mir-200a	"Carcinoma, Gastric"	27144885	"Depleting endogenous Bart9 of SNU-719 induced a surged expression of miR-200a and miR-141, accompanied by decreased proliferative and invasive ability."
target gene	hsa-mir-204	Pulmonary Hypertension	27149112	miR-204 diminution promotes RUNX2 up-regulation
target gene	hsa-mir-183	Breast Neoplasms	27155522	"among MTUS1 targeting miRNAs, miR-183-5p was identified to be overexpressed in breast cancer and down-regulated in fibroadenoma tissues."
target gene	hsa-mir-138	Breast Neoplasms	27155849	Only 8 APOBEC3B targeting miRNAs were observed to regulate the fusion transcript of which miR-34b-3p and miR-138-5p were found to be frequently downregulated in cancers suggesting miRNA-mediated deregulation of APOBEC3A expression in cancer patients harbouring this particular deletion polymorphism.
target gene	hsa-mir-34b	Breast Neoplasms	27155849	Only 8 APOBEC3B targeting miRNAs were observed to regulate the fusion transcript of which miR-34b-3p and miR-138-5p were found to be frequently downregulated in cancers suggesting miRNA-mediated deregulation of APOBEC3A expression in cancer patients harbouring this particular deletion polymorphism.
target gene	hsa-mir-146a	Infection [unspecific]	27156837	The in?vitro study suggested that transfected mmu-miR-146a-5p inhibitor upregulated TNF-¦Á and its target gene Traf6 in microglia following stimulation with A. cantonensis larval antigen.
target gene	hsa-mir-135b	Myxoid Liposarcoma	27157622	"Decreased THBS2 expression by miR-135b increases the total amount of matrix metalloproteinase 2 (MMP2) and influences cellular density and an extracellular matrix structure, thereby resulting in morphological change in tumor."
target gene	hsa-mir-7	Parkinson Disease	27158385	The altered molecular expressions downstream of Bax and Sirt2 are also involved in miR-7 regulation of the MPP(+)-triggered neuronal apoptosis.
target gene	hsa-mir-21	"Carcinoma, Basal Cell"	27159391	"Moreover, our results identify a miR21/GRHL3/D3 axis that reduces TH in the tumor microenvironment and has potential to be targeted as a therapeutic approach to BCC."
target gene	hsa-mir-29	"Carcinoma, Hepatocellular"	27164857	"SETDB1 is a target of miR-29, which is frequently downregulated in human HCCs."
target gene	hsa-mir-146a	Breast Neoplasms	27175941	invasion activity in MDA-MB-231 breast cancer cells could be directly influenced by altering miR-146a expression.
target gene	hsa-mir-195	Preeclampsia	27176145	miR-195 could directly target and suppress the expression of ActRIIB
target gene	hsa-mir-143	Cervical Neoplasms	27177038	upregulation of miRâ€?43 expression reduced Bclâ€? expression and increased Bax expression in HeLa cells.
target gene	hsa-mir-577	"Fatty Liver, Non-Alcoholic"	27179781	"NS5ATP6 regulated the expression of miR-577, which directly targeted and regulated FGF21."
target gene	hsa-mir-105	Heart Failure	27185878	"miR-155 and miR-105, were found to modulate ANP production in human cardiomyocytes"
target gene	hsa-mir-105	Hypertension	27185878	"miR-155 and miR-105, were found to modulate ANP production in human cardiomyocytes"
target gene	hsa-mir-155	Heart Failure	27185878	"miR-155 and miR-105, were found to modulate ANP production in human cardiomyocytes"
target gene	hsa-mir-155	Hypertension	27185878	"miR-155 and miR-105, were found to modulate ANP production in human cardiomyocytes"
target gene	hsa-mir-425	Heart Failure	27185878	microRNA 425 (miR-425) was found to regulate ANP production
